Account,Dollar,Country,SIC,Decision,POS,Card,Outcome
590181,469.44,1,5393,1,1,2,0
763018,505.14,1,2727,1,2,2,0
689860,374.86,1,3257,1,1,1,0
745721,487.16,1,4374,1,1,1,1
904003,600.17,1,5260,1,1,1,0
271106,432.27,1,5778,1,2,2,0
178367,388.48,1,3354,1,1,1,0
674377,371.87,1,4364,1,1,1,1
912264,647.82,1,2652,1,1,1,0
706510,520.05,1,4763,1,1,1,0
778264,414.15,1,3301,1,2,2,0
112959,447.62,1,5864,1,1,1,1
457224,572.84,1,1599,1,1,1,0
917338,636.10,1,1858,1,1,2,0
284602,462.24,1,1615,1,1,2,0
177599,538.71,2,3719,2,1,2,0
167790,484.75,2,2884,2,1,1,0
367707,522.74,2,1384,2,1,1,0
495070,501.01,2,4805,2,1,1,0
449655,643.60,2,1506,2,2,2,0
633871,526.31,2,5042,2,1,1,0
672632,478.45,2,5380,2,1,1,1
722898,601.15,2,4960,2,1,1,0
630191,453.39,2,4927,2,2,2,0
908366,436.04,2,5524,2,2,2,0
730421,615.44,2,1983,2,1,2,0
181220,413.40,2,2453,2,2,2,0
401630,635.57,2,2391,2,1,1,0
279035,446.56,2,3269,2,2,2,0
910323,338.40,2,4241,2,1,2,0
225837,696.59,2,4140,2,1,1,0
552549,478.09,2,3047,2,1,1,0
431987,350.30,2,5804,2,1,2,0
876561,371.47,2,4838,2,1,1,0
837725,561.74,2,2891,2,1,1,0
562731,505.10,3,5069,3,1,1,0
798145,346.64,3,4262,3,1,1,0
234665,618.12,3,5996,3,1,1,0
927476,521.50,3,4717,3,1,2,0
861486,589.87,3,4774,3,1,1,0
259857,385.45,3,4471,3,1,1,0
198136,459.63,3,1662,3,1,2,0
960952,656.01,3,1486,3,1,1,0
925734,541.61,3,4289,3,1,1,0
427809,435.65,3,3223,3,1,1,0
618711,604.50,3,5641,3,1,1,1
901901,489.65,3,1178,3,1,2,0
789163,416.72,3,5659,3,1,1,0
258308,540.35,3,1702,3,1,1,0
234085,596.53,3,1882,3,1,2,1
145917,686.36,3,4056,3,1,2,0
792345,349.75,3,5141,3,1,1,1
634149,603.80,3,1634,3,1,2,0
663806,465.91,3,4403,3,1,1,0
883702,413.22,3,3845,3,1,1,0
237989,429.43,4,4830,4,1,1,0
402973,608.24,4,1951,4,1,1,0
333535,557.22,4,2160,4,1,1,0
531858,426.66,4,3677,4,1,2,0
120442,585.40,4,2977,4,1,2,0
892075,577.77,4,2053,4,1,1,1
758744,761.33,4,5472,4,1,2,0
939617,235.10,4,1795,4,2,2,0
466353,510.97,4,4351,4,1,1,1
659645,446.23,4,5529,4,1,2,0
708998,446.85,4,4909,4,2,2,0
743851,594.39,4,1789,4,2,2,0
210715,641.49,4,4358,4,1,2,1
644183,579.76,4,5467,4,2,2,0
326987,536.27,4,5324,4,1,1,0
605705,548.91,4,1107,4,2,2,0
167408,433.23,4,1145,4,1,1,0
939959,452.22,4,2433,4,1,1,0
280734,468.16,4,2148,4,1,1,0
128173,393.92,4,2478,4,1,1,0
283971,507.98,5,1588,1,1,2,0
124837,508.97,5,2555,1,1,1,0
792178,453.31,5,3388,1,1,1,0
578767,476.42,5,2346,1,2,2,1
144057,575.78,5,1760,1,1,1,0
836039,354.17,5,2314,1,2,2,0
718673,455.61,5,1631,1,2,2,1
840960,616.92,5,1184,1,1,1,0
617786,457.31,5,4697,1,2,2,0
737281,420.53,5,1787,1,1,1,0
698648,482.56,5,2662,1,1,1,1
531184,616.47,5,4072,1,1,1,1
864552,552.53,5,1255,1,1,1,0
713647,500.18,5,5361,1,1,2,0
740632,301.56,5,1737,1,1,2,0
185017,521.82,5,3046,1,1,1,0
763338,604.16,5,1957,1,1,1,0
342211,540.80,5,3963,1,1,1,0
726329,480.23,5,4493,1,1,1,0
442798,630.89,5,5460,1,1,2,0
103418,482.21,6,2852,2,2,2,1
815771,604.97,6,5865,2,2,2,1
753681,564.26,6,5371,2,1,1,0
799756,490.25,6,4205,2,2,2,1
784521,546.83,6,3470,2,1,1,0
597500,443.20,6,1894,2,1,1,0
350106,549.29,6,3702,2,1,2,0
616870,631.77,6,5886,2,1,2,0
756231,669.54,6,5431,2,1,1,1
865519,507.96,6,3513,2,1,2,0
272481,442.45,6,3125,2,2,2,0
204393,439.56,6,1443,2,2,2,1
887020,533.72,6,3247,2,2,2,0
164989,516.88,6,2130,2,1,1,1
100945,268.36,6,1870,2,1,1,0
488640,559.57,6,4570,2,1,2,0
582102,530.57,6,2451,2,1,2,0
727331,401.84,6,4576,2,1,1,0
716999,403.97,6,4729,2,1,1,0
680225,550.30,6,1683,2,1,1,0
192275,674.52,7,2813,3,1,1,1
105499,166.79,7,3395,3,1,1,0
842497,548.53,7,1724,3,1,1,1
887805,561.42,7,4908,3,2,2,0
938567,657.72,7,2349,3,1,1,0
528634,578.06,7,4421,3,1,1,0
631924,426.59,7,4822,3,1,1,0
709824,459.64,7,4483,3,1,2,0
619309,686.15,7,1074,3,2,2,0
674318,660.55,7,3794,3,1,1,0
902367,278.62,7,1835,3,2,2,1
650110,661.34,7,3298,3,1,1,0
207311,416.21,7,4010,3,1,1,0
583523,622.30,7,1870,3,1,1,0
450001,512.70,7,5158,3,2,2,0
452168,604.68,7,3050,3,1,1,0
257665,421.37,7,1173,3,1,2,1
718840,426.16,7,3835,3,1,1,0
162460,520.26,7,5877,3,2,2,0
883906,528.48,7,3876,3,1,2,0
748531,536.71,8,5705,4,1,2,1
992607,525.32,8,3430,4,1,2,0
169887,473.22,8,3268,4,1,2,0
590571,458.61,8,5085,4,2,2,0
660008,506.41,8,3503,4,1,1,0
247127,592.36,8,2433,4,2,2,0
797441,493.78,8,5661,4,1,2,0
542566,458.58,8,2860,4,1,2,1
806574,462.83,8,5703,4,1,1,0
877815,463.13,8,1966,4,1,1,0
715745,523.95,8,2841,4,1,2,0
608806,562.18,8,3889,4,2,2,0
661867,599.09,8,5987,4,1,1,0
105179,556.76,8,2351,4,1,1,0
115033,463.23,8,1692,4,1,2,0
536105,573.81,8,4015,4,1,1,0
831646,536.45,8,3818,4,1,1,1
680362,317.93,8,5480,4,1,2,1
394153,511.32,8,5379,4,1,1,0
651713,473.82,8,3270,4,1,2,0
259308,411.23,9,3891,1,1,1,0
743428,458.96,9,4218,1,1,2,0
442147,540.52,9,2941,1,1,2,0
338057,557.68,9,2671,1,1,2,0
249058,523.89,9,1889,1,1,1,0
253245,446.58,9,1180,1,2,2,0
715307,544.84,9,3626,1,1,1,0
208920,569.08,9,2330,1,1,2,0
312165,480.47,9,3643,1,2,2,0
326388,594.17,9,1150,1,2,2,0
105545,565.63,9,1392,1,1,1,0
313266,474.87,9,3041,1,1,1,0
813389,552.60,9,3685,1,1,1,0
655633,602.84,9,2376,1,1,1,1
863664,450.58,9,1182,1,1,2,0
509339,532.56,9,4258,1,1,2,1
605283,452.42,9,5633,1,1,1,0
994015,467.80,9,5506,1,1,2,1
108924,463.33,9,4689,1,1,1,1
427870,490.85,9,1955,1,1,2,0
988894,437.05,10,1861,2,1,2,0
832118,431.06,10,5347,2,1,2,0
339435,556.65,10,5017,2,1,1,0
195848,608.89,10,2612,2,2,2,0
618613,559.09,10,5424,2,1,1,0
467385,528.51,10,2209,2,1,2,0
215243,490.29,10,3775,2,1,1,0
955509,600.80,10,5066,2,1,1,0
688926,381.49,10,5965,2,2,2,0
639855,454.76,10,5209,2,1,1,0
877478,485.01,10,3433,2,1,1,0
709898,594.97,10,3045,2,1,1,0
790996,622.20,10,2503,2,2,2,1
361327,656.52,10,4946,2,1,1,1
738214,423.58,10,5495,2,1,1,0
226448,575.92,10,2665,2,2,2,0
249545,580.85,10,3662,2,2,2,0
317486,422.29,10,1454,2,1,1,0
496507,588.17,10,3496,2,1,1,0
921873,685.72,10,2488,2,1,2,1
738783,536.92,1,4502,3,1,2,1
387816,586.16,1,5210,3,1,1,0
262589,499.68,1,4432,3,2,2,0
911582,411.42,1,2323,3,1,1,0
813348,442.19,1,3870,3,1,2,0
307093,442.61,1,2612,3,2,2,0
570050,339.18,1,2308,3,2,2,0
531303,504.63,1,5324,3,1,2,0
582178,503.14,1,3786,3,1,1,1
266742,339.65,1,3258,3,1,2,0
131160,486.36,1,3244,3,1,1,1
128307,418.73,1,4956,3,2,2,0
430525,551.38,1,1070,3,2,2,0
834573,458.69,1,4354,3,2,2,1
533890,446.44,1,3026,3,1,2,0
752476,543.50,1,4501,3,2,2,0
152211,587.35,1,1562,3,1,1,0
572033,466.82,1,2776,3,1,1,0
862932,401.31,1,3967,3,1,2,0
839361,574.46,1,5247,3,2,2,0
821822,591.01,2,1327,4,1,1,1
272492,386.22,2,4204,4,1,2,0
695408,455.44,2,4576,4,1,2,0
729337,488.85,2,3715,4,1,1,0
610529,376.23,2,2479,4,1,1,1
416977,525.52,2,4624,4,1,1,0
757037,351.01,2,2765,4,2,2,0
748942,409.29,2,2925,4,1,2,0
228684,607.99,2,3928,4,2,2,1
781842,650.51,2,5697,4,1,1,0
282814,432.19,2,4210,4,1,1,0
377305,566.55,2,4432,4,2,2,0
969381,512.88,2,3650,4,1,1,0
321732,380.41,2,2647,4,1,1,0
717081,467.47,2,1759,4,2,2,0
611348,582.97,2,1067,4,1,2,1
592956,304.98,2,5625,4,1,1,0
946575,416.92,2,5264,4,1,1,0
930812,432.28,2,1882,4,1,1,0
338942,539.47,2,1779,4,1,2,1
790817,530.02,3,2808,1,1,2,0
610073,539.51,3,3851,1,1,1,0
727770,582.78,3,1128,1,1,1,0
458978,552.62,3,2556,1,1,1,0
351687,496.07,3,1963,1,1,2,0
691549,611.91,3,2737,1,1,1,0
491846,572.98,3,4870,1,1,1,1
388796,514.69,3,1517,1,1,2,0
994309,542.78,3,5753,1,1,1,0
400338,536.15,3,4043,1,1,1,0
728119,520.92,3,1382,1,1,1,1
797468,511.70,3,3992,1,1,1,0
402917,458.51,3,1634,1,2,2,0
221610,322.34,3,3468,1,1,1,0
302796,473.42,3,4024,1,1,1,0
747659,369.81,3,3916,1,2,2,1
158314,513.54,3,5823,1,1,1,0
913618,725.59,3,2901,1,1,2,0
422454,330.78,3,4770,1,1,1,0
429741,428.98,3,1327,1,1,1,0
210149,474.43,4,4040,2,1,2,1
463701,480.48,4,1904,2,1,1,0
866234,563.29,4,3793,2,1,1,0
811851,409.45,4,2191,2,2,2,0
620150,433.75,4,1972,2,1,2,0
747489,482.35,4,3549,2,2,2,0
520999,542.61,4,5659,2,1,1,0
578528,530.46,4,4007,2,1,1,0
195761,447.16,4,3695,2,1,1,0
789566,453.50,4,2383,2,1,1,0
564173,377.38,4,2055,2,2,2,1
284212,544.62,4,3266,2,1,1,0
860414,464.49,4,1859,2,1,2,0
842472,543.36,4,3685,2,1,2,1
285746,666.06,4,3344,2,1,1,0
226666,559.86,4,3637,2,1,2,1
310515,330.79,4,1554,2,1,1,0
678186,413.50,4,2098,2,1,2,0
419339,378.92,4,4706,2,2,2,1
789267,392.75,4,5848,2,2,2,0
212812,593.89,5,5552,3,1,2,0
971354,528.35,5,3614,3,2,2,1
109730,444.24,5,1332,3,1,2,0
956845,359.29,5,1347,3,2,2,0
206519,513.55,5,5203,3,1,1,0
600167,523.96,5,4178,3,1,2,0
761727,533.08,5,4576,3,2,2,0
592422,354.14,5,3770,3,2,2,0
141711,446.98,5,5373,3,1,2,0
591334,602.41,5,3830,3,1,2,1
603853,472.32,5,1643,3,2,2,0
291971,410.65,5,2929,3,1,1,0
417306,458.92,5,1500,3,1,1,0
661673,350.68,5,3813,3,1,1,0
567801,475.48,5,4895,3,1,2,0
791178,526.52,5,5445,3,1,1,0
219604,599.98,5,3164,3,1,2,0
913351,536.62,5,1543,3,1,1,0
670908,422.46,5,4436,3,1,1,1
998953,542.82,5,4540,3,1,1,0
130675,509.97,6,4526,4,1,1,0
707685,484.44,6,4527,4,2,2,0
136897,374.43,6,1280,4,1,1,1
446508,701.63,6,5350,4,1,1,1
889306,283.26,6,5609,4,1,2,0
945022,396.08,6,1797,4,1,1,1
149277,413.34,6,1780,4,1,2,0
945547,514.14,6,5586,4,1,1,0
341545,456.82,6,4390,4,1,2,0
370711,524.86,6,4502,4,1,1,0
124888,554.90,6,3327,4,1,2,0
960003,553.61,6,5702,4,1,1,0
255182,594.03,6,1274,4,1,1,0
704193,460.73,6,4229,4,2,2,0
596795,395.87,6,4312,4,1,1,0
147414,522.53,6,2313,4,2,2,0
548672,346.68,6,4895,4,1,1,1
860925,427.49,6,3931,4,1,1,0
917945,401.74,6,1683,4,1,1,1
648223,580.27,6,1093,4,1,1,0
994725,614.46,7,4202,1,2,2,0
787290,467.41,7,1100,1,1,2,0
997169,618.84,7,2834,1,2,2,0
677517,506.21,7,3615,1,2,2,0
196040,463.56,7,4407,1,1,1,0
863579,477.30,7,4221,1,2,2,0
362038,587.78,7,4256,1,2,2,0
294135,536.18,7,2377,1,1,1,1
782863,582.76,7,3214,1,1,2,0
761377,518.74,7,5400,1,1,1,0
581359,549.61,7,4575,1,1,2,0
785570,512.69,7,2563,1,1,1,1
543399,445.94,7,1601,1,1,1,0
686995,565.42,7,4367,1,1,1,0
397585,623.98,7,2940,1,1,1,0
893717,638.39,7,5481,1,2,2,0
779902,365.00,7,4430,1,2,2,0
622457,582.75,7,2127,1,1,1,0
258181,450.31,7,1651,1,1,1,1
865040,517.52,7,2609,1,2,2,1
934979,437.69,8,1539,2,1,1,0
643102,595.98,8,4339,2,1,1,0
457664,607.11,8,1784,2,2,2,0
296481,450.78,8,4626,2,1,1,1
332103,600.90,8,4066,2,1,1,1
432294,482.04,8,5642,2,1,2,0
139398,367.09,8,2578,2,2,2,0
669898,401.80,8,4735,2,1,2,0
544120,282.97,8,4764,2,1,1,1
392253,551.13,8,5133,2,1,1,0
392149,522.00,8,4789,2,1,1,0
839245,703.72,8,5935,2,1,1,0
516147,669.85,8,1122,2,1,1,0
364261,579.49,8,1228,2,1,1,0
249610,596.53,8,5645,2,1,1,0
758351,413.01,8,4504,2,1,1,1
715966,510.05,8,1921,2,1,2,0
231080,591.48,8,1535,2,1,1,0
465173,578.24,8,2412,2,1,1,0
152763,301.06,8,1945,2,2,2,0
896979,511.61,9,1462,3,1,2,1
131923,518.01,9,1354,3,2,2,0
605472,496.98,9,4524,3,1,2,1
282512,522.96,9,2324,3,1,2,0
533402,579.84,9,5618,3,2,2,0
153284,638.95,9,3293,3,1,2,0
787094,556.72,9,2896,3,1,2,0
109466,324.20,9,3514,3,1,2,0
680284,723.41,9,2191,3,1,1,1
371696,409.77,9,4876,3,1,1,0
342610,307.43,9,3277,3,1,1,0
745267,332.45,9,4307,3,1,2,0
477105,548.37,9,3393,3,1,1,1
756697,526.90,9,2794,3,2,2,0
975263,358.08,9,3241,3,1,2,1
301866,319.63,9,2688,3,1,1,0
417329,561.75,9,5154,3,2,2,0
687560,573.21,9,3893,3,1,2,0
896936,512.37,9,3791,3,2,2,0
616712,700.79,9,3427,3,1,1,0
301812,337.96,10,5446,4,2,2,0
978722,323.84,10,1560,4,1,1,0
256383,451.60,10,2373,4,1,1,0
618214,337.80,10,1216,4,1,1,0
476671,352.59,10,4191,4,1,1,0
251748,487.54,10,3529,4,1,1,1
253200,443.69,10,1757,4,1,1,0
591036,508.52,10,5723,4,1,1,0
199631,519.21,10,2350,4,1,1,0
550325,462.84,10,5115,4,1,2,0
378520,434.93,10,2919,4,2,2,0
497641,487.79,10,4170,4,2,2,0
528862,672.78,10,5280,4,1,1,0
421155,398.45,10,3880,4,1,1,0
730746,565.40,10,1927,4,1,1,1
857316,388.07,10,5976,4,2,2,0
637748,538.80,10,5536,4,1,1,0
588270,647.54,10,5513,4,2,2,0
904832,476.16,10,4559,4,2,2,0
104035,417.22,10,3518,4,1,2,1
367306,543.90,1,2570,1,1,1,0
870419,431.76,1,3237,1,1,1,1
270152,453.30,1,5444,1,2,2,0
963046,440.71,1,1026,1,1,2,0
105690,504.13,1,3383,1,2,2,0
954012,495.76,1,3927,1,1,1,1
822830,592.58,1,1599,1,2,2,0
785142,498.78,1,4674,1,1,2,0
467015,448.39,1,1208,1,1,1,0
662085,383.01,1,4765,1,1,1,0
565654,591.49,1,3653,1,1,2,1
313506,444.59,1,4475,1,1,1,0
476449,642.27,1,5149,1,1,2,0
384012,456.04,1,5057,1,2,2,0
331639,513.15,1,4468,1,1,1,0
489695,596.14,1,5625,1,1,1,0
209960,528.20,1,4470,1,1,2,0
642387,436.42,1,3532,1,1,1,0
811644,503.65,1,5506,1,1,1,1
202425,607.73,1,1236,1,2,2,0
669230,339.02,2,3337,2,1,1,0
376922,545.10,2,1379,2,1,1,0
474360,433.84,2,3271,2,1,1,0
957653,404.62,2,4217,2,1,1,1
857879,518.35,2,5218,2,2,2,0
100936,497.39,2,5991,2,1,2,0
608700,604.64,2,2991,2,1,1,0
924745,541.92,2,3799,2,1,1,0
847868,441.62,2,4607,2,1,2,0
263619,542.37,2,1268,2,2,2,0
719918,738.01,2,2165,2,1,2,0
541407,542.89,2,4749,2,1,2,0
873981,456.41,2,2369,2,1,2,0
939288,476.21,2,5831,2,1,1,1
315808,463.59,2,4686,2,1,1,0
121521,471.69,2,4617,2,2,2,0
239788,586.71,2,3836,2,1,2,0
728538,671.23,2,5866,2,2,2,0
410744,328.79,2,1327,2,1,1,0
989558,514.52,2,1539,2,1,1,0
476004,319.38,3,3149,3,1,1,0
919979,467.00,3,2750,3,1,1,0
606907,415.27,3,1120,3,1,1,0
130154,556.35,3,1455,3,1,2,1
321530,689.87,3,4777,3,1,1,0
776314,533.42,3,1567,3,1,1,0
232537,591.16,3,2866,3,2,2,1
988405,476.78,3,4437,3,2,2,0
665788,420.58,3,2830,3,1,1,0
579907,559.38,3,5016,3,2,2,1
818367,316.12,3,2004,3,1,2,1
445365,552.25,3,2775,3,1,1,0
225768,308.69,3,2386,3,2,2,0
898224,438.98,3,4219,3,1,1,1
148153,504.55,3,3192,3,1,1,0
587754,555.59,3,3043,3,2,2,0
152183,433.26,3,2779,3,2,2,1
592444,643.23,3,4000,3,1,1,0
614083,674.81,3,1994,3,2,2,0
585249,411.06,3,2703,3,1,2,0
528599,465.21,4,3884,4,1,2,0
711974,356.34,4,5235,4,1,1,0
833523,609.08,4,1582,4,1,2,0
705983,427.39,4,4076,4,1,1,0
975213,327.13,4,1490,4,1,2,1
291185,696.53,4,2003,4,1,2,0
741825,566.15,4,3486,4,1,1,1
866997,468.12,4,2290,4,1,1,0
992152,492.63,4,2313,4,2,2,0
721233,382.56,4,3924,4,1,1,0
393941,377.90,4,4834,4,1,2,0
906151,415.01,4,3803,4,1,1,0
277207,536.93,4,5878,4,1,1,0
731019,404.02,4,3626,4,1,1,1
391109,587.86,4,3600,4,1,2,0
973876,375.36,4,1381,4,2,2,0
279122,545.94,4,2957,4,2,2,0
541609,549.59,4,1306,4,1,1,1
351310,423.94,4,5838,4,2,2,0
296794,478.44,4,4026,4,1,2,0
822193,320.17,5,3718,1,1,2,0
487671,556.06,5,5477,1,1,1,0
722777,596.84,5,3586,1,1,1,0
360818,567.29,5,3954,1,1,1,0
434589,583.99,5,4471,1,1,2,0
709276,537.40,5,1929,1,1,1,0
887326,512.27,5,4324,1,2,2,0
166514,567.84,5,3284,1,2,2,0
563290,494.42,5,5852,1,2,2,0
126448,554.38,5,4299,1,2,2,0
295456,527.56,5,2522,1,1,1,0
686175,493.23,5,5645,1,2,2,0
101869,373.84,5,5897,1,2,2,0
864281,733.60,5,1695,1,1,1,0
340992,338.30,5,3942,1,1,1,1
339907,323.27,5,5863,1,1,2,0
903121,516.80,5,4562,1,2,2,0
892818,549.93,5,2997,1,1,1,0
735945,494.17,5,3003,1,1,1,1
698504,603.16,5,5491,1,2,2,0
336998,456.05,6,3690,2,1,2,0
239736,358.34,6,1438,2,2,2,0
156664,660.19,6,1047,2,2,2,0
785178,366.55,6,3112,2,1,1,1
243381,537.30,6,2633,2,1,1,0
503824,432.87,6,3341,2,1,1,0
802578,712.17,6,2101,2,1,2,0
988116,592.09,6,1789,2,1,1,0
560082,350.19,6,1951,2,2,2,1
559477,361.81,6,5485,2,1,1,0
537010,474.35,6,2390,2,1,1,0
615311,625.67,6,1969,2,1,1,0
404637,381.39,6,5403,2,1,1,0
684794,534.92,6,4857,2,1,1,1
437884,535.73,6,2553,2,1,1,0
691756,608.66,6,2997,2,1,2,0
874621,537.92,6,2775,2,1,1,0
627624,503.51,6,1179,2,1,1,0
124888,508.71,6,4921,2,1,1,0
633894,565.34,6,1398,2,1,1,0
283231,460.23,7,3673,3,2,2,0
509266,391.55,7,4163,3,1,1,0
646836,516.71,7,5539,3,1,2,0
379681,510.77,7,2792,3,1,1,0
359499,449.36,7,4005,3,1,2,0
764855,639.08,7,1083,3,2,2,0
788101,541.66,7,2064,3,2,2,0
841533,482.95,7,1005,3,1,1,0
564514,626.47,7,5776,3,1,1,0
653293,563.90,7,3415,3,1,1,1
123909,670.76,7,3840,3,1,1,0
626337,502.37,7,1605,3,2,2,0
389919,434.40,7,1872,3,1,2,0
976952,609.70,7,5859,3,1,1,1
765385,329.06,7,3039,3,1,1,1
209810,536.36,7,3645,3,2,2,0
311179,362.79,7,4678,3,2,2,1
688373,442.39,7,1689,3,1,1,0
819042,487.74,7,3594,3,1,1,0
102529,410.13,7,5908,3,2,2,0
220776,619.43,8,4380,4,1,2,0
234650,519.87,8,4267,4,1,1,1
547639,275.96,8,5304,4,2,2,1
331749,548.33,8,4932,4,1,2,0
565126,698.82,8,2442,4,1,2,0
299836,612.28,8,5545,4,1,1,0
180844,424.66,8,2335,4,2,2,0
149275,491.72,8,1247,4,1,1,1
620433,530.43,8,5022,4,2,2,0
247382,562.48,8,2674,4,1,1,0
647762,429.45,8,1915,4,1,1,0
564230,648.45,8,2379,4,1,2,0
520578,502.71,8,5570,4,1,1,0
278620,487.81,8,4335,4,1,1,0
913408,604.03,8,4611,4,1,1,1
801353,344.92,8,1064,4,1,2,0
436712,599.40,8,5181,4,1,1,0
764284,434.04,8,2221,4,1,1,0
900953,498.64,8,1477,4,2,2,0
704499,439.78,8,1704,4,1,2,0
381912,354.70,9,4319,1,1,1,0
123963,617.61,9,1043,1,1,1,0
717774,562.21,9,5968,1,2,2,0
999222,460.02,9,4206,1,1,1,0
183778,434.85,9,1956,1,1,1,0
609550,555.23,9,1543,1,1,1,0
929181,533.26,9,4631,1,1,2,1
461848,464.24,9,5884,1,1,1,1
431085,627.23,9,4090,1,1,2,1
192793,660.85,9,4731,1,1,1,0
500010,559.14,9,4332,1,1,1,0
817769,424.14,9,1369,1,1,1,1
245156,553.34,9,1867,1,1,2,0
232080,390.86,9,5243,1,2,2,0
301420,472.48,9,5566,1,1,2,0
337249,604.45,9,5952,1,1,1,1
120570,374.13,9,5938,1,1,2,1
577522,522.82,9,4777,1,1,1,0
356387,553.91,9,5354,1,2,2,0
965831,478.72,9,3066,1,2,2,0
868439,551.01,10,3394,2,1,1,0
529961,481.47,10,1552,2,2,2,0
627169,369.75,10,4574,2,2,2,0
806818,429.80,10,3842,2,1,2,1
340807,475.83,10,4617,2,1,1,0
849699,591.99,10,3789,2,1,1,0
982094,328.99,10,5238,2,1,1,1
859751,539.45,10,1969,2,1,1,0
231176,613.87,10,4649,2,1,1,0
785228,500.91,10,3482,2,1,1,0
708543,363.50,10,5282,2,1,1,0
178680,513.95,10,3389,2,1,1,0
679680,599.76,10,3694,2,1,2,0
691750,429.27,10,3267,2,1,1,0
119909,184.09,10,1660,2,2,2,1
882719,609.07,10,5335,2,2,2,1
340319,660.38,10,5564,2,2,2,0
180103,507.24,10,4708,2,1,1,0
442612,315.99,10,3813,2,1,1,0
691354,569.94,10,4571,2,1,1,0
177111,584.05,1,2120,3,1,2,0
103167,443.30,1,3190,3,1,1,0
999920,373.36,1,3626,3,2,2,1
755888,469.27,1,2698,3,1,1,1
515422,425.73,1,2156,3,1,2,0
455073,354.39,1,5085,3,1,1,0
666106,487.94,1,1455,3,1,1,1
726284,376.59,1,1689,3,1,1,1
181614,594.71,1,4500,3,2,2,1
953702,628.76,1,5837,3,1,2,0
656030,562.40,1,3911,3,1,1,0
441362,536.16,1,2851,3,1,1,1
595974,393.65,1,1117,3,2,2,0
506888,644.44,1,5193,3,2,2,1
283310,407.27,1,5661,3,1,1,0
748679,588.16,1,4377,3,1,2,0
516724,452.76,1,4754,3,2,2,0
401555,430.08,1,5606,3,1,1,0
931716,468.63,1,4973,3,2,2,0
564471,692.95,1,4054,3,1,1,0
547382,704.36,2,5618,4,1,1,0
792561,447.67,2,3341,4,2,2,1
531906,656.60,2,2046,4,1,2,0
937519,425.41,2,3431,4,1,2,0
256229,423.18,2,4248,4,1,1,0
822757,506.08,2,4877,4,1,2,0
637018,496.68,2,5784,4,1,1,0
784449,389.84,2,3139,4,1,1,0
434192,514.64,2,2493,4,1,2,0
641291,558.75,2,4491,4,2,2,0
442590,608.42,2,1059,4,1,1,0
406907,379.76,2,4399,4,2,2,0
885358,428.17,2,4781,4,1,2,0
639766,378.85,2,1063,4,1,2,1
356481,720.99,2,1300,4,1,2,0
852364,576.21,2,4223,4,2,2,0
481030,262.23,2,1826,4,2,2,1
362328,552.13,2,2830,4,1,1,0
423484,547.01,2,5168,4,1,2,1
497605,602.18,2,4049,4,1,1,0
217582,590.97,3,2762,1,1,1,0
134668,512.53,3,5797,1,2,2,1
892277,547.54,3,4111,1,1,2,1
729133,550.27,3,4111,1,2,2,0
802538,487.66,3,1063,1,2,2,1
671594,515.80,3,4874,1,1,1,0
917571,446.48,3,4580,1,1,1,0
834027,541.85,3,1436,1,1,2,0
243196,415.01,3,3299,1,1,1,0
504763,393.95,3,3677,1,1,1,0
444954,654.65,3,1522,1,2,2,1
845786,622.16,3,4376,1,1,2,0
268451,718.13,3,1777,1,1,1,1
485310,423.78,3,2867,1,2,2,1
288144,511.30,3,3986,1,1,1,0
440777,530.61,3,2600,1,1,1,0
794987,409.66,3,2512,1,1,1,0
186698,612.96,3,5160,1,2,2,0
108734,460.14,3,3447,1,1,1,0
924712,367.60,3,5695,1,1,1,0
322941,522.53,4,5980,2,1,1,0
113863,575.29,4,1941,2,2,2,0
180505,492.68,4,5788,2,1,1,0
406207,576.06,4,2699,2,2,2,0
370240,373.08,4,2457,2,1,2,1
775001,618.22,4,3589,2,1,2,0
166106,517.29,4,3180,2,1,1,0
336488,313.80,4,3043,2,2,2,1
286982,442.35,4,3086,2,1,1,0
869213,540.35,4,2185,2,1,2,0
982483,601.15,4,2874,2,1,2,0
167474,491.37,4,4006,2,1,1,0
310869,355.28,4,5188,2,2,2,1
427275,464.63,4,4363,2,2,2,0
899506,503.24,4,4816,2,2,2,0
676900,426.64,4,2452,2,1,1,0
829308,579.72,4,3951,2,2,2,0
356650,344.67,4,5342,2,1,2,0
950062,652.51,4,4632,2,2,2,0
654826,514.34,4,1348,2,1,1,0
604819,404.31,5,4118,3,1,2,0
193039,559.77,5,4049,3,1,1,1
619728,546.69,5,1047,3,1,1,0
905662,422.76,5,5752,3,1,1,0
735874,365.60,5,5884,3,1,1,0
769008,377.82,5,5960,3,1,1,0
206134,261.24,5,4608,3,1,1,0
982111,460.91,5,1281,3,1,1,0
915203,474.68,5,4659,3,1,1,0
313948,476.31,5,3893,3,1,1,0
143125,654.10,5,4343,3,1,1,0
791693,375.99,5,1067,3,1,2,0
541686,585.79,5,4333,3,1,1,0
138236,252.20,5,4767,3,1,1,0
151147,453.07,5,1581,3,1,1,0
984570,454.87,5,1647,3,1,1,0
108082,303.66,5,5389,3,1,1,0
445297,559.99,5,3756,3,1,2,0
117591,477.51,5,1871,3,1,2,0
503732,408.27,5,2073,3,2,2,0
308715,478.99,6,3884,4,2,2,0
355861,443.40,6,1550,4,1,2,0
296240,652.80,6,5413,4,2,2,0
